#### p(f|japanese)/p(f|english)
1.02759 PP(()((()(())(()()((()())(()(()())))))))
1.02759 PP(()((()(())(()()((())(()(()(()())(()((()(())))))))))))
1.02759 PP(()((()(())(()()())(()(())))))
1.02759 PP(()((()(())(()())(()))))
1.02759 PP(()((()(())()(()((()(()(()()()()))))))))
1.02759 PP(()((()(())())(((()(()(())(()((()())(()(()))))))))))
1.02759 PP(()((()(())())(()((())(()(()()))))))
1.02759 PP(()((()(()))()((()())())))
1.02759 PP(()((()()(()(()((())((())((()((()(()(()))))))))))())(()(()))))
1.02759 PP(()((()()(()()()))))
1.02759 PP(()((()()()((()()())(()(()))))))
1.02759 PP(()((()()()(()(()())))))
1.02759 PP(()((()()()(())(()(())))))
1.02759 PP(()((()()()()()(()()()))))
1.02759 PP(()((()()()()()()()()())(((())(()((()(()(()((())(()()))()(()))))))))))
1.02759 PP(()((()()()()()()())(()()(()()))))
1.02759 PP(()((()()()()()())(()(()))((()(()(()((()(()(())(()())(()(())))))))))))
1.02759 PP(()((()()()()())((())((()((())(()(()))))))))
1.02759 PP(()((()()()()())(()())((()())(()((()())(()(()())))))))
1.02759 PP(()((()()()()())(()())((()())(()(())))))
1.02759 PP(()((()()()()())(()())((())((())((())((())()((())()((())(()(()()))))))))))
1.02759 PP(()((()()()()())(()())(()())))
1.02759 PP(()((()()()())(((()(()()))()(())(()((()(()((()())()(()()))))))))))
1.02759 PP(()((()()()())(((()(()))))))
1.02759 PP(()((()()()())(()((()()())(()((()())(()(()()))))))))
1.02759 PP(()((()()()())(()((()())(()()())(())))))
1.02759 PP(()((()()()())(()((()())()(()())))))
1.02759 PP(()((()()()())(()(()(()))(()(()())))))
1.02759 PP(()((()()()())(()(()()((()(()(((()()())())(()(()()))))))))))
1.02759 PP(()((()()()())(()(()())())))
1.02759 PP(()((()()()())(()()())))
1.02759 PP(()((()()()())(()())((()())(()(())))))
1.02759 PP(()((()()()())()((()()()()())((())((()(())))))))
1.02759 PP(()((()()()())()(()((())()(())))(())))
1.02759 PP(()((()()()())()(()())()()(())))
1.02759 PP(()((()()()())()(()())()()))
1.02759 PP(()((()()()())()(()())()))
1.02759 PP(()((()()())(((()(()(()(()()()()))))))))
1.02759 PP(()((()()())(((()(()(()(()())))((()(()(()()()())))))))))
1.02759 PP(()((()()())(((()(()(()())(()(()))(()(()()))))))))
1.02759 PP(()((()()())(((()())(()(()(())(()(()))))))))
1.02759 PP(()((()()())(((())(()((()())(()((()(()))))))))))
1.02759 PP(()((()()())((()(()))((()())(())))))
1.02759 PP(()((()()())((()(()))((())(()(()(()((()())((())((()(()((())(()()()))))))))))))))
1.02759 PP(()((()()())((()())((()(()(()(()())))(((())(()))()((())((()(())(()(()())))))))))))
1.02759 PP(()((()()())((())((()((()(()(()())))))))))
1.02759 PP(()((()()())((())((()(()((()())(()(())))))))))
1.02759 PP(()((()()())((())((()(()()))))))
1.02759 PP(()((()()())((())((()()()())(())))))
1.02759 PP(()((()()())((())((()()())(()((()())(()(()))))))))
1.02759 PP(()((()()())((())((()()())(()(()()))))))
1.02759 PP(()((()()())((())((())(()(()(()(()()))))))))
1.02759 PP(()((()()())((())((())(()(()(()()((()(()(()((()())(()(()()))))))))))))))
1.02759 PP(()((()()())((())((())(()(())(()(()())))))))
1.02759 PP(()((()()())(()(((()())(()(()())))(()((())(()(()))))))))
1.02759 PP(()((()()())(()((()(()(()(()((()())()(())()(()))))))))))
1.02759 PP(()((()()())(()((()(()(()()())(())))))))
1.02759 PP(()((()()())(()((()()())(()(()()))))))
1.02759 PP(()((()()())(()((()())((())((()())(()(((())(())(()(()(()))))))))))))
1.02759 PP(()((()()())(()((()())(()(((()())((()())()((())(()(()(()((())(()(()((())(()(()((()()()())()(()())()())))))))))))))(())(()((()())(((()())(()(()(())))))))(()(()()))(()(()())(()))))))))
1.02759 PP(()((()()())(()((()())(()((()(()))))))))
1.02759 PP(()((()()())(()((()())()(()())))))
1.02759 PP(()((()()())(()((())(((()())())()(()()))))))
1.02759 PP(()((()()())(()((())(()()(()()()))))))
1.02759 PP(()((()()())(()((())(()())))))
1.02759 PP(()((()()())(()((())()(())))))
1.02759 PP(()((()()())(()(()((()(()(()(()())))))))))
1.02759 PP(()((()()())(()(()((()()))))))
1.02759 PP(()((()()())(()(()(()())()))))
1.02759 PP(()((()()())(()(())(()(())))))
1.02759 PP(()((()()())(()(()))(())))
1.02759 PP(()((()()())(()(())))()(()))
1.02759 PP(()((()()())(()()((())()(())()(()())))))
1.02759 PP(()((()()())(()()(()()()()()()()()))))
1.02759 PP(()((()()())(()()(()()()))))
1.02759 PP(()((()()())(()())((()()())(()(())))))
1.02759 PP(()((()()())(()())((())(()(())))))
1.02759 PP(()((()()())(())((((())(()(()(()()(()((()())(()(()))))(((())(()))((()(()()))(())(()(()())))))))))((())((())(()(()((())()(()(()()()()))))))))))
1.02759 PP(()((()()())()((()())(()((()())()(()())())))))
1.02759 PP(()((()()())()((()())(()(()())))))
1.02759 PP(()((()()())()((())((()(()()((()(()(()()()))))))))))
1.02759 PP(()((()()())()((())((())((()()(())))))))
1.02759 PP(()((()()())()((())((())((()()())(()(()((()(()))))))))))
1.02759 PP(()((()()())()((())(()((()())()(()()())))(()))))
1.02759 PP(()((()()())()(()((()()())(()((()())(()(()()))))))))
1.02759 PP(()((()()())()(()((())(()(()))))))
1.02759 PP(()((()()())()(()(()))))
1.02759 PP(()((()()())()(()()()()()())))
1.02759 PP(()((()()())()(()()()())()()((()())(()((()()())(()(()())))))))
1.02759 PP(()((()()())()(()())()(())))
1.02759 PP(()((()()())()(()())()()(()())))
1.02759 PP(()((()()())()(()())()()(())))
1.02759 PP(()((()()())()()(()())))
1.02759 PP(()((()()())()()(())))
1.02759 PP(()((()()()))(()(()())))
1.02759 PP(()((()())((((())(()(())))()((())(()(()(()())(()))))))))
1.02759 PP(()((()())(((()(()(()((()())()))()(()(()()()))))))))
1.02759 PP(()((()())(((()(()()))))))
1.02759 PP(()((()())(((()()(()(())))))))
1.02759 PP(()((()())(((()())(()(()(())))))))
1.02759 PP(()((()())(((()())(())))))
1.02759 PP(()((()())(((())(()((()())((())((())(()((()(()()())(()(()())))))))))))))
1.02759 PP(()((()())(((())(()(()(()(()()))((()(()(()()()()))))))))))
1.02759 PP(()((()())(((())(()(()(()(()))((()())(()(()()))))(()((())(()((()())(()(()())))))))))))
1.02759 PP(()((()())(((())(()(()(()())(()((())()(())()))))))))
1.02759 PP(()((()())(((())(()()(()(())))))))
1.02759 PP(()((()())(((())()(()))()(()))))
1.02759 PP(()((()())((()((()())()((()())(()(()())))()))()(()(()(()()))))))
1.02759 PP(()((()())((()(()))(((()())(()(()())))(()(()(()())))))))
1.02759 PP(()((()())((()(()))((())((())()()(()(()()())))))))
1.02759 PP(()((()())((()(()))((())(()(()()()))))))
1.02759 PP(()((()())((()(()))((())(()(()))))))
1.02759 PP(()((()())((()(()))()(()(()(()()))(()(()))))))
1.02759 PP(()((()())((()()())((()(()))))))
1.02759 PP(()((()())((()()())()((())((())(()(()((())(()(()()))))))))))
1.02759 PP(()((()())((()()())()(()()))))
1.02759 PP(()((()())((()())((()(()()))))))
1.02759 PP(()((()())((()())((()())(()(()()))))))
1.02759 PP(()((()())((()())((())(()(()))))))
1.02759 PP(()((()())((()())((())(())))))
1.02759 PP(()((()())((()())(()(()))()(()(())))))
1.02759 PP(()((()())((()())())))
1.02759 PP(()((()())((())(((()((())(()(()))))()(()(()(()(())))))))))
1.02759 PP(()((()())((())(((()()()())(()(())))(()(()(())))))))
1.02759 PP(()((()())((())(((()()())(()()(()())))(()(()()))))))
1.02759 PP(()((()())((())(((()())((())((()))))(()()(()((()(()(()))))))))))
1.02759 PP(()((()())((())(((()())(()(())))(())))))
1.02759 PP(()((()())((())((()((()(()((())()(()(()))(()(()()())))))))))))
1.02759 PP(()((()())((())((()((()(()(()()()())))))))))
1.02759 PP(()((()())((())((()((()()())(()(()()))((())((()(()))))))))))
1.02759 PP(()((()())((())((()((()())(()(((()())())()(()()())))))))))
1.02759 PP(()((()())((())((()((()())()((()(()))()(()(())))))))))
1.02759 PP(()((()())((())((()((())(()(()(()(()))))))))))
1.02759 PP(()((()())((())((()((())(()(()(()())(())))))))))
1.02759 PP(()((()())((())((()((())(())))))))
1.02759 PP(()((()())((())((()(()((()(())))))))))
1.02759 PP(()((()())((())((()(()((())(()(()((()()()())(()(()))))))))))))
1.02759 PP(()((()())((())((()(()((())(()(()((())(()()(())))(()()((())(()()(())))))))))))))
1.02759 PP(()((()())((())((()(()((())(()(())))))))))
1.02759 PP(()((()())((())((()(()((())(()()()))))))))
1.02759 PP(()((()())((())((()(()(()((()(()(())))))))))))
1.02759 PP(()((()())((())((()(()(()((()()())(()(()()()))))))))))
1.02759 PP(()((()())((())((()(()(()(()(()())))))))))
1.02759 PP(()((()())((())((()(()(()(()(())))))))))
1.02759 PP(()((()())((())((()(()(()(()())))((()(()(()()())))))))))
1.02759 PP(()((()())((())((()(()(()()()())))))))
1.02759 PP(()((()())((())((()(()(()()()))(()(()())))))))
1.02759 PP(()((()())((())((()(()(()))((()(()(()((())(()(((()()))(()())))))))))))))
1.02759 PP(()((()())((())((()(()(()))((()(()(()()())))))))))
1.02759 PP(()((()())((())((()(()(()))(()((())(()(())))))))))
1.02759 PP(()((()())((())((()(()()())(()))))))
1.02759 PP(()((()())((())((()(())(()(())((()(()(())(()(()()())))))))))))
1.02759 PP(()((()())((())((()(())(()(()))((()(()(())))))))))
1.02759 PP(()((()())((())((()(())(()(())))))))
1.02759 PP(()((()())((())((()(())()(()()((())(()(())))))))))
1.02759 PP(()((()())((())((()()(()((()(()(())(()(()())))))))))))
1.02759 PP(()((()())((())((()()(()((()(())))))))))
1.02759 PP(()((()())((())((()()(()(()((()()())(()(()))))))))))
1.02759 PP(()((()())((())((()()(()(()(()()))))))))
1.02759 PP(()((()())((())((()()(()(()())))))))
1.02759 PP(()((()())((())((()()(()()))))))
1.02759 PP(()((()())((())((()()(())(()(()()())))))))
1.02759 PP(()((()())((())((()()()())(()((()())(((()((()()())(()(()()))))))))))))
1.02759 PP(()((()())((())((()())(()(((())(())(()(()(()))))))))))
1.02759 PP(()((()())((())((()())(()(()(()((()())((())((())))))))))))
1.02759 PP(()((()())((())((()())(()(()(())))))))
1.02759 PP(()((()())((())((()())(()(()))))))
1.02759 PP(()((()())((())((()())(()()(()))))))
1.02759 PP(()((()())((())((())(()((()()())(()(()))))))))
1.02759 PP(()((()())((())((())(()((()())(()(()))))))))
1.02759 PP(()((()())((())((())(()((())((())(()((())())))))))))
1.02759 PP(()((()())((())((())(()(()((()(()(()))))))))))
1.02759 PP(()((()())((())((())(()(()(()(()())))((()(()(()()()))))(()((())(()((())(()()))))))))))
1.02759 PP(()((()())((())((())(()(()(()()())))))))
1.02759 PP(()((()())((())((())(()(()(()()))(()((()())(()(())))))))))
1.02759 PP(()((()())((())((())(()(()(()())))))))
1.02759 PP(()((()())((())((())(()(()(())))))))
1.02759 PP(()((()())((())((())(()(()()((())(()(())))))))))
1.02759 PP(()((()())((())((())(()(()()()())(()))))))
1.02759 PP(()((()())((())((())(()(())(()(()()())))))))
1.02759 PP(()((()())((())((())(()()(()(())))))))
1.02759 PP(()((()())((())(()()))))
1.02759 PP(()((()())((()))))
1.02759 PP(()((()())(()(((()(()()()))()(()(()()))()(()(()(()(()((()(()(())(()(()()()))))))))))))))
1.02759 PP(()((()())(()(((()()())())(()(()))))))
1.02759 PP(()((()())(()(((()()())())()))))
1.02759 PP(()((()())(()(((()())((()())()((())(()(()(()((())(()(()((())(()(()((()()()())()(()())()())))))))))))))(())(()((()())(((()())(()(()(())))))))(()(()()))(()(()())(()))))))
1.02759 PP(()((()())(()(((()())((())((()((()(()(()())(()))))))))()((()())((())((()(()(()(()()()()))(()(())))))))))))
1.02759 PP(()((()())(()(((()())()())(()(()()))))))
1.02759 PP(()((()())(()(((()())()())(()(()))))))
1.02759 PP(()((()())(()(((()())())(()(()()))))))
1.02759 PP(()((()())(()(((())(((())((())((()((()()())(()(())))))))(())))()((())(()(())))(()((()(()))))))))
1.02759 PP(()((()())(()(((())(()()))(()(()))((()()((())()((())()(()())())))()(()()))))))
1.02759 PP(()((()())(()((()(((()(()((())()(()((()()())(()(()))))))))))))))
1.02759 PP(()((()())(()((()(((()(()())(()(()((()())(()(())))()(()((()())(()((()()()(()(()())))()(()()))))))))()()((())(()((())(()((()())(()(()((()((((()()())()((()())())())(()(()((()())(()(()()(()((()())((()(()))(((()())(()(()())))(()(()(()()))))))))))))))))))))))))))))))
1.02759 PP(()((()())(()((()((()())(()(()()))))))))
1.02759 PP(()((()())(()((()((()())(())))))))
1.02759 PP(()((()())(()((()((()())()(()()((()())()(()())()()(()())))))))))
1.02759 PP(()((()())(()((()((())(((())(()((()(()(())))))))))))))
1.02759 PP(()((()())(()((()(()(()()))(()((()())(()(())))))))))
1.02759 PP(()((()())(()((()(()()()()()))))))
1.02759 PP(()((()())(()((()(()())(()(()())))))))
1.02759 PP(()((()())(()((()(()()))))))
1.02759 PP(()((()())(()((()(())(()((()())()(()()))))))))
1.02759 PP(()((()())(()((()()()(()(())))))))
1.02759 PP(()((()())(()((()()()())()(()()())))))
1.02759 PP(()((()())(()((()()())((()(()))((())(()(()(()((()())((())((()(()((())(()()()))))))))))))))))
1.02759 PP(()((()())(()((()()())((())((()(()(()(()))))))))))
1.02759 PP(()((()())(()((()()())(()((())(((()())())()(()()))))))))
1.02759 PP(()((()())(()((()()())(()(()()()))))))
1.02759 PP(()((()())(()((()()())(()())(()())))))
1.02759 PP(()((()())(()((()()())(())))))
1.02759 PP(()((()())(()((()()())))))
1.02759 PP(()((()())(()((()())((())((()(()(()(()(())))))))))))
1.02759 PP(()((()())(()((()())((())((()(()))))))))
1.02759 PP(()((()())(()((()())((())((()()(()))))))))
1.02759 PP(()((()())(()((()())(()(((()(()()()))()(()(()()))()(()(()(()(()((()(()(())(()(()()()))))))))))))))))
1.02759 PP(()((()())(()((()())(()(((()())()())(()(()()))))))))
1.02759 PP(()((()())(()((()())(()((()(())(()(()())))))))))
1.02759 PP(()((()())(()((()())(()((()())(()()()()))())))))
1.02759 PP(()((()())(()((()())(()((())(()(()((()())((())((())(()((()()())(()(())))))))))))))))
1.02759 PP(()((()())(()((()())(()(()(()()()))())))))
1.02759 PP(()((()())(()((()())(()(()()()()))))))
1.02759 PP(()((()())(()((()())(()()()()))())))
1.02759 PP(()((()())(()((()())(()())))))
1.02759 PP(()((()())(()((()())(()))())))
1.02759 PP(()((()())(()((()())()(()()()()())))))
1.02759 PP(()((()())(()((())(((())(()(()(()(()()()))))))))))
1.02759 PP(()((()())(()((())((())(((()((())(()(()))))()(()(()(())(()(())))))))))))
1.02759 PP(()((()())(()((())((())(((()(()(())))()(()(()())(()(()))))))))))
1.02759 PP(()((()())(()((())((())((())))))))
1.02759 PP(()((()())(()((())((())(()(()(())(()(())))))))))
1.02759 PP(()((()())(()((())(()((()())((())((()(()(()()()))(()(())))))))))))
1.02759 PP(()((()())(()((())(()((()())(()(()()()))))))))
1.02759 PP(()((()())(()((())(()(()((()()())(()(()()))))))())))
1.02759 PP(()((()())(()((())(()(()((()())((())((())(()((()()())(()(())))))))))))))
1.02759 PP(()((()())(()((())(()(()(())))))))
1.02759 PP(()((()())(()((())(()(()()()))))))
1.02759 PP(()((()())(()((())(()(()())))((()()())()))))
1.02759 PP(()((()())(()((())(()(())(()(())))))))
1.02759 PP(()((()())(()((())()(()((())(()(()(())))))))))
1.02759 PP(()((()())(()(()(((())(()(())))(()(((())(()(())))))))())))
1.02759 PP(()((()())(()(()((()(()(())(()(()()())))))))))
1.02759 PP(()((()())(()(()((()()())(()(()())))))))
1.02759 PP(()((()())(()(()((()())(()(()())))))))
1.02759 PP(()((()())(()(()((()())()(()()))))(()(()()))))
1.02759 PP(()((()())(()(()((())((())((()(()(()(()))((()(()((())((())(()((()(()))))))))))))))))))
1.02759 PP(()((()())(()(()(()()((()(()(()()())))))))))
1.02759 PP(()((()())(()(()(()()()))())))
1.02759 PP(()((()())(()(()()()()()()()()))))
1.02759 PP(()((()())(()(()()()()()))))
1.02759 PP(()((()())(()(()())(()))))
1.02759 PP(()((()())(()(()()))(((()(()))()(())(()(()((()(()(()(()(()()))))))))))))
1.02759 PP(()((()())(()(()()))()(()()((())()(())()(()()()())))))
1.02759 PP(()((()())(()(())((()(()(()(()()()()))))))))
1.02759 PP(()((()())(()(())((())(((()(())))(()(())))))))
1.02759 PP(()((()())(()(())(()((()()())(()(())))))))
1.02759 PP(()((()())(()(())()(()))))
1.02759 PP(()((()())(()(()))((())(((()(()))()(())()(()(()())(()((()())(()((()())(()(()))))))))))))
1.02759 PP(()((()())(()(()))((())((()(()(()())))))))
1.02759 PP(()((()())(()(()))((())((())))))
1.02759 PP(()((()())(()(()))(()())))
1.02759 PP(()((()())(()(()))()(()(()(()()())))))
1.02759 PP(()((()())(()(()))()(())))
1.02759 PP(()((()())(()()((()())(()(()()))))))
1.02759 PP(()((()())(()()((())()(())()(())()(()())))))
1.02759 PP(()((()())(()()(()(())))))
1.02759 PP(()((()())(()()(()()()()))))
1.02759 PP(()((()())(()()()())))
1.02759 PP(()((()())(()()())(()(()()()))))
1.02759 PP(()((()())(()())(()(()()))))
1.02759 PP(()((()())(()())(()())))
1.02759 PP(()((()())(()())(())))
1.02759 PP(()((()())(())(()(()()()))))
1.02759 PP(()((()())()(((())((()(()(()(()))))))()()((())((()(()(()()()))))))))
1.02759 PP(()((()())()((()(()(()()()))))()((()(())))))
1.02759 PP(()((()())()((()(())(()())))))
1.02759 PP(()((()())()((()(()))(()()())(()(())))))
1.02759 PP(()((()())()((()()()()()()()()())(()(()())))))
1.02759 PP(()((()())()((()()())(()(()())))()))
1.02759 PP(()((()())()((()()())(()()))))
1.02759 PP(()((()())()((()())(((())(()(()(()(()()())))))))))
1.02759 PP(()((()())()((()())((())((()(()(()(())))))))))
1.02759 PP(()((()())()((()())((())((()(()()())(())))))))
1.02759 PP(()((()())()((()())((())((()()(()(()((()(())(())))))))))))
1.02759 PP(()((()())()((()())(()(())))()))
1.02759 PP(()((()())()((()())()(()()))))
1.02759 PP(()((()())()((()())()(()))))
1.02759 PP(()((()())()((()())())(()())))
1.02759 PP(()((()())()((())((()((()(()((()())()())))))))))
1.02759 PP(()((()())()((())((()((()(()))()(()(()))))))))
1.02759 PP(()((()())()((())((()(()(()()())))))))
1.02759 PP(()((()())()((())((()(()))))))
1.02759 PP(()((()())()((())((())((()((())(()(())))))))))
1.02759 PP(()((()())()((())((())((()(()(()()))))))))
1.02759 PP(()((()())()((())((())((()(()()))()(()((()(()(()(())))))))))))
1.02759 PP(()((()())()((())((())(()((()(()))))))))
1.02759 PP(()((()())()((())((())(()(()(()()))(()(())))))))
1.02759 PP(()((()())()((())((())(()(())(()()()()))))))
1.02759 PP(()((()())()((())((())(())(()(((()()((()()())()())))))))))
1.02759 PP(()((()())()((())(()((()()())(()((()())(()(())((())(((()(())))(()(()))))))))))))
1.02759 PP(()((()())()((())(()(()())))()))
1.02759 PP(()((()())()((())(()(()())))))
1.02759 PP(()((()())()((())()(()))()))
1.02759 PP(()((()())()((())()(()))))
1.02759 PP(()((()())()(()(((())(()((()())()(()(()())))))()()((())(()(())(()(()(()())()))))))))
1.02759 PP(()((()())()(()((()()()(()))))))
1.02759 PP(()((()())()(()((()())(()((()()()(()(())))))))))
1.02759 PP(()((()())()(()((())(()(()((()(()(()()())()(()))))))))))
1.02759 PP(()((()())()(()(()(()()))()(()()()))))
1.02759 PP(()((()())()(()(()(())))))
1.02759 PP(()((()())()(()(()()()()()))()(()(((()(()())())((())((()(())))))()(()())((())((())((()(()(()))))))))))
1.02759 PP(()((()())()(()(()))((()())()(()())()(()()))))
1.02759 PP(()((()())()(()(()))))
1.02759 PP(()((()())()(()()((()()())()((()())(()(()()()))(()((()(())))))))))
1.02759 PP(()((()())()(()()((())()(())()(())()(()())()()(())))))
1.02759 PP(()((()())()(()()()()()())()(()())))
1.02759 PP(()((()())()(()()()()())))
1.02759 PP(()((()())()(()()())((()()())((())(()((())(()(()()))))))))
1.02759 PP(()((()())()(()()())()(()())()(()())))
1.02759 PP(()((()())()(()()())()(())))
1.02759 PP(()((()())()(()())()((()())(()(()()())))))
1.02759 PP(()((()())()(()())()(()()())))
1.02759 PP(()((()())()(()())()(()())()(()())()(())(())))
1.02759 PP(()((()())()(()())()(()())()()((())((())((()(())))))))
1.02759 PP(()((()())()(()())()(())()(()())))
1.02759 PP(()((()())()(()())()(())()()(()())))
1.02759 PP(()((()())()(()())()))
1.02759 PP(()((()())()(())()(())()()(())))
1.02759 PP(()((()())()(())()))
1.02759 PP(()((()())()()((()())((())((()(()())))))))
1.02759 PP(()((()())()()((())(()((()()()())()(()((())()(())))(()))))()))
1.02759 PP(()((()())()()((())(()(()(()(()())))((()(()(()()()()))))))()))
1.02759 PP(()((()())())(()((())()(()))))
1.02759 PP(()((())((((()()())(()(())))(()(()(()(()))))))))
1.02759 PP(()((())(((()(()))))))
1.02759 PP(()((())(((()()(()(()(()())))()(()(())))))))
1.02759 PP(()((())(((()())(()(()(()(())(()((()())(()(())))))))))))
1.02759 PP(()((())(((()())(()(()()()))))))
1.02759 PP(()((())(((()())())()(()()))))
1.02759 PP(()((())(((())(()((())(())))))))
1.02759 PP(()((())(((())(()(()(()(()()()))))))))
1.02759 PP(()((())(((())(()(()(()())))))))
1.02759 PP(()((())(((())(()(()(())(()(()))(()((())(()(()(())))))))))))
1.02759 PP(()((())(((())(()(()()((()())(()))))))))
1.02759 PP(()((())(((())(()(()())))(()()(())(()(()()))))))
1.02759 PP(()((())(((())(()(())(()))))))
1.02759 PP(()((())(((())(()()(()))))))
1.02759 PP(()((())(((())(())(()((()(()))))))))
1.02759 PP(()((())(((())()(()(()))()(())))))
1.02759 PP(()((())((()(()((()((())()(()(()()))))))))))
1.02759 PP(()((())((()(()((())(()(((())()(())()(()((()())))(()))))))))))
1.02759 PP(()((())((()(()(()(()(()())))(()((()(()()())))))))))
1.02759 PP(()((())((()(())(()(()()))))))
1.02759 PP(()((())((()(()))()(()(())(()(()))))))
1.02759 PP(()((())((()(())))))
1.02759 PP(()((())((()()())((())))()(()()(()()()()()))))
1.02759 PP(()((())((()()())(()())())))
1.02759 PP(()((())((()()()))))
1.02759 PP(()((())((()())((()(()))()(()((()())(()(()))))))))
1.02759 PP(()((())((()())(()(()((()())(()(()()()))))))))
1.02759 PP(()((())((()())(()(())(()(()()))))))
1.02759 PP(()((())((()())(()(()))()(()))))
1.02759 PP(()((())((()())(()(())))))
1.02759 PP(()((())((()())(()))))
1.02759 PP(()((())((())(((()((()())(()(()()))))()(()(())(()())(()()())))))))
1.02759 PP(()((())((())(((()((())(()(()))))()(()(()(())(()(())))))))))
1.02759 PP(()((())((())(((()(()(())))()(()(()())(()(()))))))))
1.02759 PP(()((())((())(((()()())()(()()()))(()(()))))))
1.02759 PP(()((())((())(((()())(((())(()()(()(()))))))(())))))
1.02759 PP(()((())((())(((()())((())((()(())(()(()()))))))(()(()(()(()()))))))))
1.02759 PP(()((())((())(((()())(()(()())))(()(()(())))))))
1.02759 PP(()((())((())(((())(()(()())))(()(()))))))
1.02759 PP(()((())((())((()(((()(()(()))))()((()((()(()((()(()()())())(()(())))(()(())))))))))))))
1.02759 PP(()((())((())((()(((()()())(()(()(()()()))))))))))
1.02759 PP(()((())((())((()(((()())(()(())))()((()())(()(())))))))))
1.02759 PP(()((())((())((()((()(()((())(()(())(())))))))))))
1.02759 PP(()((())((())((()((()(()(()(()(()())))))))))))
1.02759 PP(()((())((())((()((()(()(()()((()(()))))))))))))
1.02759 PP(()((())((())((()((()(()(()())))))))))
1.02759 PP(()((())((())((()((()(()(())(()((()())(()(()))))))))))))
1.02759 PP(()((())((())((()((()(()(()))))()(()()((())((())((()((()(())))))))))))))
1.02759 PP(()((())((())((()((()()()()()()()()())()()(()())))))))
1.02759 PP(()((())((())((()((()()())(()(()))))))))
1.02759 PP(()((())((())((()((()()())()(()(()(()())))))))))
1.02759 PP(()((())((())((()((()())(()((())((())((())(())))))))))))
1.02759 PP(()((())((())((()((()())(()((())(())))))))))
1.02759 PP(()((())((())((()((()())(()(()(())))))))))
1.02759 PP(()((())((())((()((()())(()(())))(()(()())))))))
1.02759 PP(()((())((())((()((()())(()(()))))))))
1.02759 PP(()((())((())((()((()())()((())((())(()(()())((())))))))))))
1.02759 PP(()((())((())((()((()())()((())()(())()(()())()((()()())((())((()(()())(()(())))))))))))))
1.02759 PP(()((())((())((()((()())))))))
1.02759 PP(()((())((())((()((())(()((())(()(()(())))))))))))
1.02759 PP(()((())((())((()((())(()(()()()))))))))
1.02759 PP(()((())((())((()((())(()(()()))))))))
1.02759 PP(()((())((())((()((())(()(())))((()(()((()())(()(()()())))))))))))
1.02759 PP(()((())((())((()((())(()(())))(()(()())))))))
1.02759 PP(()((())((())((()((())))))))
1.02759 PP(()((())((())((()(()((()(())(()(()))))))))))
1.02759 PP(()((())((())((()(()((())(()(()())))))))))
1.02759 PP(()((())((())((()(()((())(()(()))))(()((())(()(())(()((()())(())))))))))))
1.02759 PP(()((())((())((()(()((())(()(())))))))))
1.02759 PP(()((())((())((()(()((())()((())(()(()))))))))))
1.02759 PP(()((())((())((()(()(()((()(()))))))))))
1.02759 PP(()((())((())((()(()(()((()())(()(()))))))))))
1.02759 PP(()((())((())((()(()(()((())(()(()))))))))))
1.02759 PP(()((())((())((()(()(()(()((()))))))))))
1.02759 PP(()((())((())((()(()(()(()(()())))))))))
1.02759 PP(()((())((())((()(()(()(()(())((()(()(()()))))))))))))
1.02759 PP(()((())((())((()(()(()(())(()(())))))))))
1.02759 PP(()((())((())((()(()(()(()))((()(()((())((())(()((()(())))))))))))))))
1.02759 PP(()((())((())((()(()(()()))(()((())(()(())()()))))))))
1.02759 PP(()((())((())((()(()(())((())((())(()((())(()(()))))))))))))
1.02759 PP(()((())((())((()(()(()))(()(()()())))))))
1.02759 PP(()((())((())((()(()()(())()(())))))))
1.02759 PP(()((())((())((()(()()()())(()(())))))))
1.02759 PP(()((())((())((()(()())((())()(()()())))))))
1.02759 PP(()((())((())((()(()())(()(()())))))()(()(()))))
1.02759 PP(()((())((())((()(()())(()()))))))
1.02759 PP(()((())((())((()(())(()((()())(()(()())))))))))
1.02759 PP(()((())((())((()(())(()((())(()(())(()((())(()(()()))))))))))))
1.02759 PP(()((())((())((()(())(()((()))))))))
1.02759 PP(()((())((())((()(())(()(()(()))))))))
1.02759 PP(()((())((())((()(())(()()()))))))
1.02759 PP(()((())((())((()(())()(()(()))()(()((())(()((()()(()(())(()))))))))))))
1.02759 PP(()((())((())((()()(()((()(())))))))))
1.02759 PP(()((())((())((()()(()((()())(()(())))(()(()))))))))
1.02759 PP(()((())((())((()()(()((())()((()()(()))()(()())))))))))
1.02759 PP(()((())((())((()()(()(()(()()()()()))))))))
1.02759 PP(()((())((())((()()()(()((()())(()(()())))))))))
1.02759 PP(()((())((())((()()()(()()))))))
1.02759 PP(()((())((())((()())(()(()(()(()()()))))))))
1.02759 PP(()((())((())((()())(()(()()((()(()(()(())))))))))))
1.02759 PP(()((())((())((()())(()()(()(())))))))
1.02759 PP(()((())((())((()())()(()(()))))))
1.02759 PP(()((())((())((())(()((()((())()))))))))
1.02759 PP(()((())((())((())(()((()(()))))))))
1.02759 PP(()((())((())((())(()((()())(()(()()()))))))))
1.02759 PP(()((())((())((())(()(()((())(()()(()())))))))))
1.02759 PP(()((())((())((())(()(()(()(()(()())))))))))
1.02759 PP(()((())((())((())(()(()(()(()(()))()(()((())(()(()())))))))))))
1.02759 PP(()((())((())((())(()(())((()(()(()())))))))))
